id;Наименование продукта;kal
7552;Сухой завтрак, GENERAL MILLS, COCOA PUFFS, готовый к употреблению;168
7553;Сухой завтрак, GENERAL MILLS, COOKIE CRISP, готовый к употреблению;256
7554;Сухой завтрак, GENERAL MILLS, Corn CHEX, готовый к употреблению;292
7555;Сухой завтрак, GENERAL MILLS, COUNT CHOCULA, готовый к употреблению;84
7556;Сухой завтрак, GENERAL MILLS, Curves Fruit & Nut Crunch cereal, готовый к употреблению;159
7557;Сухой завтрак, GENERAL MILLS, DORA THE EXPLORER, готовый к употреблению;147
7558;Сухой завтрак, GENERAL MILLS, FIBER ONE, готовый к употреблению;171
7559;Сухой завтрак, GENERAL MILLS, FRANKENBERRY, готовый к употреблению;171
7560;Сухой завтрак, GENERAL MILLS, French Toast Crunch, готовый к употреблению;209
7561;Сухой завтрак, GENERAL MILLS, FROSTED CHEERIOS, готовый к употреблению;287
7562;Сухой завтрак, GENERAL MILLS, Frosted CHEX, готовый к употреблению;288
7563;Сухой завтрак, GENERAL MILLS, Fruity CHEERIOS, готовый к употреблению;224
7564;Сухой завтрак, GENERAL MILLS, GOLDEN GRAHAMS, готовый к употреблению;136
7565;Сухой завтрак, GENERAL MILLS, HARMONY, готовый к употреблению;290
7566;Сухой завтрак, GENERAL MILLS, HONEY NUT CHEERIOS, готовый к употреблению;134
7567;Сухой завтрак, GENERAL MILLS, Honey Nut CHEX, готовый к употреблению;267
7568;Сухой завтрак, GENERAL MILLS, HONEY NUT CLUSTERS, готовый к употреблению;233
7569;Сухой завтрак, GENERAL MILLS, KABOOM, готовый к употреблению;286
7570;Сухой завтрак, GENERAL MILLS, KIX, готовый к употреблению;175
7571;Сухой завтрак, GENERAL MILLS, LUCKY CHARMS, готовый к употреблению;87
7572;Сухой завтрак, GENERAL MILLS, Mills Peanut Butter Toast Crunch, готовый к употреблению;151
7573;Сухой завтрак, GENERAL MILLS, Multi-Bran CHEX, готовый к употреблению;82
7574;Сухой завтрак, GENERAL MILLS, Multi-Grain Cheerios, готовый к употреблению;176
7575;Сухой завтрак, GENERAL MILLS, NATURE VALLEY LOW FAT FRUIT GRANOLA, готовый к употреблению;86
7576;Сухой завтрак, GENERAL MILLS, OATMEAL CRISP with Almonds, готовый к употреблению;212
7577;Сухой завтрак, GENERAL MILLS, OATMEAL CRISP, APPLE CINNAMON, готовый к употреблению;75
7578;Сухой завтрак, GENERAL MILLS, Oatmeal Crisp, Raisin, готовый к употреблению;212
7579;Сухой завтрак, GENERAL MILLS, RAISIN NUT BRAN, готовый к употреблению;202
7580;Сухой завтрак, GENERAL MILLS, REESE'S PUFFS, готовый к употреблению;53
7581;Сухой завтрак, GENERAL MILLS, Rice CHEX, готовый к употреблению;159
7582;Сухой завтрак, GENERAL MILLS, TOTAL Corn Flakes, готовый к употреблению;129
7583;Сухой завтрак, GENERAL MILLS, TOTAL Raisin Bran, готовый к употреблению;67
7584;Сухой завтрак, GENERAL MILLS, TRIX, reduced sugar, bowlpak, готовый к употреблению;269
